,chembl_id,entity_id,pref_name,canonical_smiles,indication_name
1831,CHEMBL1875999,1216570,7-KETO DEHYDROEPIANDROSTERONE,C[C@]12CC[C@H](O)CC1=CC(=O)C1C2CC[C@]2(C)C(=O)CCC12,A list of medical conditions: post-traumatic stress disorder
1832,CHEMBL187927,316336,DIANICLINE,c1cnc2c(c1)O[C@H]1CCN3CC[C@@]1(C2)C3,A list of medical conditions: nicotine dependence
1833,CHEMBL1879463,1220034,DACTOLISIB,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,"A list of medical conditions: breast cancer, cancer, COVID-19, endometrial cancer, infection, kidney cancer, neoplasm, pancreatic neuroendocrine tumor, prostate cancer, Transitional Cell Carcinoma"
1834,CHEMBL1880349,1220920,2-DEOXY-D-GLUCOSE,OCC1OC(O)CC(O)C1O,"A list of medical conditions: common cold, prostate cancer"
1835,CHEMBL1882461,1223032,BEVONIUM,C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,A list of medical conditions: gastrointestinal disease
1836,CHEMBL188462,316483,ISPRONICLINE,CN[C@@H](C)C/C=C/c1cncc(OC(C)C)c1,"A list of medical conditions: Alzheimer disease, attention deficit hyperactivity disorder, memory impairment, schizophrenia"
1837,CHEMBL1884833,1225404,FENPIVERINIUM,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,A list of medical conditions: gastrointestinal disease
1838,CHEMBL1887147,1227718,ISOXAFLUTOLE,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,A list of medical conditions: Herpes Labialis
1839,CHEMBL1888176,1228747,TROSPIUM,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,"A list of medical conditions: overactive bladder, Polyuria, Urinary incontinence"
1840,CHEMBL1889091,1229662,CHLORCYCLIZINE HYDROCHLORIDE,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl,A list of medical conditions: chronic hepatitis C virus infection
1841,CHEMBL1889140,1229711,ROPIVACAINE HYDROCHLORIDE,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,"A list of medical conditions: bone fracture, head and neck malignant neoplasia, Inguinal hernia, musculoskeletal system disease, osteoarthritis, pain"
1842,CHEMBL188921,316539,BUFLOMEDIL,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,A list of medical conditions: cardiovascular disease
1843,CHEMBL1889436,1230007,OUABAIN,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O.O.O.O.O.O.O.O.O,A list of medical conditions: cardiovascular disease
1844,CHEMBL188952,314827,PIRPROFEN,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,A list of medical conditions: rheumatic disease
1845,CHEMBL189,380567,MILRINONE,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,"A list of medical conditions: Abnormality of cardiovascular system morphology, cardiovascular disease, congenital heart disease, heart failure, intracranial vasospasm, ischemia reperfusion injury, muscle cramp, pulmonary hypertension, septic shock, subarachnoid hemorrhage"
1846,CHEMBL18901,21393,EFAPROXIRAL,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1,"A list of medical conditions: breast cancer, Central Nervous System Neoplasm, lung cancer, neoplasm"
1847,CHEMBL189171,314587,ACEMETACIN,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,A list of medical conditions: rheumatic disease
1848,CHEMBL1892145,1232716,VINBURNINE,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,A list of medical conditions: cardiovascular disease
1849,CHEMBL1892201,1232772,MOFEBUTAZONE,CCCCC1C(=O)NN(c2ccccc2)C1=O,"A list of medical conditions: Arthralgia, Myalgia, rheumatic disease"
1850,CHEMBL1893913,1234484,IODOCARB,CCCCNC(=O)OCC#CI,"A list of medical conditions: chronic fatigue syndrome, chronic obstructive pulmonary disease"
1851,CHEMBL189475,320007,LADARIXIN,C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,"A list of medical conditions: bullous pemphigoid, type 1 diabetes mellitus"
1852,CHEMBL189676,318060,SURINABANT,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,"A list of medical conditions: obesity, smoking cessation"
1853,CHEMBL1899506,1240077,TIPEPIDINE,CN1CCCC(=C(c2cccs2)c2cccs2)C1,"A list of medical conditions: attention deficit hyperactivity disorder, Cough, depressive disorder"
1854,CHEMBL189963,319858,PALBOCICLIB,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,"A list of medical conditions: acute lymphoblastic leukemia, acute myeloid leukemia, adenocarcinoma, breast cancer, breast carcinoma, breast ductal adenocarcinoma, breast neoplasm, cancer, chordoma, clear cell renal carcinoma, colon carcinoma, COVID-19, endometrial cancer, Ewing sarcoma, glioblastoma multiforme, head and neck malignant neoplasia"
1855,CHEMBL1899801,1240372,PERFLENAPENT,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,A list of medical conditions: glioblastoma multiforme
1856,CHEMBL19,1124,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,"A list of medical conditions: altitude sickness, cervical cancer, glaucoma, open-angle glaucoma"
1857,CHEMBL190,381693,THEOPHYLLINE,Cn1c(=O)c2[nH]cnc2n(C)c1=O,"A list of medical conditions: acute myeloid leukemia, Airway obstruction, Albright hereditary osteodystrophy, altitude sickness, Apnea, asthma, chronic bronchitis, chronic kidney disease, chronic obstructive pulmonary disease, depressive disorder, kidney disease, leukemia, major depressive disorder, non-small cell lung carcinoma, prostate carcinoma, pseudohypoparathyroidism"
1858,CHEMBL190044,321213,TRIMEBUTINE,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,"A list of medical conditions: gastrointestinal disease, irritable bowel syndrome"
1859,CHEMBL1900528,1241099,TIOTROPIUM,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,A list of medical conditions: chronic obstructive pulmonary disease
1860,CHEMBL190083,317540,TARENFLURBIL,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,"A list of medical conditions: Alzheimer disease, Dementia, prostate cancer"
1861,CHEMBL1901349,1241920,CALCIUM PANTOTHENATE,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].[Ca+2],A list of medical conditions: Skin ulcer
1862,CHEMBL19019,21459,NALTREXONE,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,"A list of medical conditions: acute respiratory distress syndrome, alcohol abuse, alcohol dependence, alcohol drinking, alcohol-related disorders, atopic eczema, binge eating, Borderline personality disorder, breast cancer, cannabis dependence, Chronic pain, cocaine dependence, coronavirus infectious disease, COVID-19, Crohn's disease, depressive disorder"
1863,CHEMBL1902981,1243552,EPERISONE,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,"A list of medical conditions: Back pain, Low back pain"
1864,CHEMBL190412,319777,TEGLARINAD CHLORIDE,COCCOCCOCCOCCOC(=O)OC[n+]1ccc(N/C(=N/C#N)NCCCCCCOc2ccc(Cl)cc2)cc1.[Cl-],A list of medical conditions: lymphoma
1865,CHEMBL190461,318390,CANNABIDIOL,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,"A list of medical conditions: acute graft vs. host disease, alcohol dependence, amyotrophic lateral sclerosis, anorexia nervosa, anxiety, Arthralgia, autism, autism spectrum disorder, Autoimmune Hepatitis, Benign essential blepharospasm, bipolar disorder, breast cancer, cannabis dependence, childhood absence epilepsy, Chronic pain, cocaine dependence"
1866,CHEMBL1905073,1245644,CHLORSULFAQUINOXALINE,Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1,"A list of medical conditions: colorectal carcinoma, lung cancer"
1867,CHEMBL1905872,1246443,DOCUSATE SODIUM,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],"A list of medical conditions: anemia (phenotype), Constipation, Iron deficiency anemia"
1868,CHEMBL1906890,1247476,HYDROQUINIDINE,CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,"A list of medical conditions: Brugada syndrome, cardiac arrhythmia"
1869,CHEMBL1908305,1248676,SULOPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[S@@+]([O-])C3)S[C@H]12,"A list of medical conditions: bacterial pneumonia, infection, pneumonia, urinary tract infection"
1870,CHEMBL1908307,1248678,FLOSEQUINAN,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,A list of medical conditions: cardiovascular disease
1871,CHEMBL1908315,1248686,GEMEPROST,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC,A list of medical conditions: incomplete abortion
1872,CHEMBL1908318,1248689,NEPADUTANT,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=O)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CNC(=O)C[C@H](NC1=O)C(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)N[C@@H](Cc1ccccc1)C(=O)N2,A list of medical conditions: Abdominal pain
1873,CHEMBL1908324,1248695,METAMPICILLIN,C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,A list of medical conditions: bacterial disease
1874,CHEMBL1908336,1248707,MIDECAMYCIN,CCOC(=O)[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,A list of medical conditions: bacterial disease
1875,CHEMBL1908350,1248721,ROKITAMYCIN,CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]3OC)O[C@@H]2C)C[C@@]1(C)OC(=O)CC,A list of medical conditions: bacterial disease
1876,CHEMBL1908351,1248722,INTOPLICINE,Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,A list of medical conditions: neoplasm
1877,CHEMBL1908355,1248726,TENIDAP,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,A list of medical conditions: rheumatic disease
1878,CHEMBL1908359,1248730,SODIUM MONOFLUOROPHOSPHATE,O=P([O-])([O-])F.[Na+].[Na+],"A list of medical conditions: allergic disease, dental caries, gingivitis, periodontal disorder, periodontitis"
1879,CHEMBL1908360,1248731,EVEROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,"A list of medical conditions: Abnormality of blood and blood-forming tissues, acute coronary syndrome, acute graft vs. host disease, acute lymphoblastic leukemia, acute myeloid leukemia, adenocarcinoma, adenoid cystic carcinoma, Adenoma sebaceum, age-related macular degeneration, anaplastic astrocytoma, angiomyolipoma, astrocytoma, atrioventricular septal defect, Autosomal dominant polycystic kidney disease, bone sarcoma, brain neoplasm"
1880,CHEMBL1908361,1248732,LEVOLEUCOVORIN CALCIUM,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],"A list of medical conditions: autism spectrum disorder, carcinoma, colorectal adenocarcinoma, gastric cancer, malignant colon neoplasm, osteosarcoma, pancreatic carcinoma"
1881,CHEMBL1908364,1248735,DEXETIMIDE,O=C1CC[C@@](c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,A list of medical conditions: Parkinson disease
1882,CHEMBL1908365,1248736,MALTOSE,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,"A list of medical conditions: bipolar disorder, cancer"
1883,CHEMBL1908370,1248741,FINAFLOXACIN,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,"A list of medical conditions: otitis externa, Otitis media, pyelonephritis, urinary tract infection"
1884,CHEMBL1908371,1248742,IDRAPARINUX SODIUM,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](OC)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)[O-])[C@H]3OS(=O)(=O)[O-])[C@H](OC)[C@H]2OC)[C@H](OS(=O)(=O)[O-])[C@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],"A list of medical conditions: atrial fibrillation, deep vein thrombosis, pulmonary embolism"
1885,CHEMBL1908372,1248743,CEFBUPERAZONE,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O,A list of medical conditions: bacterial disease
1886,CHEMBL1908373,1248744,ONAPRISTONE,CN(C)c1ccc([C@H]2C[C@]3(C)[C@@H](CC[C@]3(O)CCCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,"A list of medical conditions: breast cancer, metastatic prostate cancer, neoplasm"
1887,CHEMBL1908376,1248747,SEOCALCITOL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/C=C/C(O)(CC)CC)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,A list of medical conditions: hepatocellular carcinoma
1888,CHEMBL1908377,1248748,PYRVINIUM PAMOATE,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O,A list of medical conditions: pancreatic ductal adenocarcinoma
1889,CHEMBL1908391,1248752,MASITINIB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,"A list of medical conditions: Alzheimer disease, amyotrophic lateral sclerosis, asthma, chronic progressive multiple sclerosis, COVID-19, gastrointestinal stromal tumor, Mastocytosis, metastatic melanoma, multiple myeloma, multiple sclerosis, neoplasm, ovarian cancer, pancreatic carcinoma, prostate cancer, psoriasis, rheumatoid arthritis"
1890,CHEMBL1908394,1248755,GSK-461364,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,A list of medical conditions: non-Hodgkins lymphoma
1891,CHEMBL1908397,1248758,KW-2449,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,A list of medical conditions: acute myeloid leukemia
1892,CHEMBL1908841,1248760,LEVOLEUCOVORIN,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,"A list of medical conditions: anemia, colonic neoplasm, colorectal cancer, colorectal carcinoma, colorectal neoplasm, esophageal squamous cell carcinoma, gastric cancer, osteosarcoma, rectum cancer"
1893,CHEMBL1908906,1248825,FLORBETABEN,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)cc2)cc1,"A list of medical conditions: Alzheimer disease, Mental deterioration"
1894,CHEMBL1908917,1248836,FLUCICLOVINE,N[C@]1(C(=O)O)C[C@@H](F)C1,"A list of medical conditions: glioblastoma multiforme, glioma"
1895,CHEMBL1909324,1249092,PINAVERIUM,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,A list of medical conditions: gastrointestinal disease
1896,CHEMBL191,408842,LOSARTAN,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,"A list of medical conditions: acute respiratory distress syndrome, aging, aortic valve insufficiency, breast cancer, cardiovascular disease, chronic kidney disease, COVID-19, cystic fibrosis, diabetic nephropathy, essential hypertension, focal segmental glomerulosclerosis, glioblastoma multiforme, heart failure, HIV infection, hypertension, hypertrophic cardiomyopathy"
1897,CHEMBL1910856,1250454,PF-03635659,CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cccc(O)c2)C1,A list of medical conditions: chronic obstructive pulmonary disease
1898,CHEMBL1910936,1250535,MK3207,O=C(CN1C(=O)C2(CCCC2)NC[C@H]1c1cc(F)cc(F)c1)Nc1ccc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21,A list of medical conditions: migraine disorder
1899,CHEMBL191413,316774,REPARIXIN,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,"A list of medical conditions: adult acute respiratory distress syndrome, breast cancer, chronic pancreatitis, COVID-19, ischemia reperfusion injury, pneumonia, type 1 diabetes mellitus, viral pneumonia"
1900,CHEMBL1914489,1264900,AZD1981,CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,"A list of medical conditions: asthma, chronic obstructive pulmonary disease, infertility"
1901,CHEMBL191482,318173,AR-42,CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,"A list of medical conditions: multiple myeloma, neurofibromatosis type 2"
1902,CHEMBL1915540,1262987,ADRIFORANT,CN[C@@H]1CCN(c2cc(NCC3CC3)nc(N)n2)C1,"A list of medical conditions: asthma, atopic eczema, psoriasis"
1903,CHEMBL191886,321738,CICLETANINE,Cc1ncc2c(c1O)COC2c1ccc(Cl)cc1,"A list of medical conditions: cardiovascular disease, pulmonary arterial hypertension"
1904,CHEMBL191896,322044,OLEOYL,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(O)COP(=O)([O-])O.[Na+],A list of medical conditions: obesity
1905,CHEMBL191958,323631,GENZ-644282,CNCCn1c(=O)c2cc(OC)c(OC)cc2c2cnc3cc4c(cc3c21)OCO4,A list of medical conditions: neoplasm
1906,CHEMBL192,410802,SILDENAFIL,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,"A list of medical conditions: Acute kidney injury, arterial occlusive disease, asphyxia neonatorum, Becker muscular dystrophy, benign prostatic hyperplasia, brain injury, bronchopulmonary dysplasia, cerebral small vessel disease, cirrhosis of liver, congestive heart failure, coronary artery disease, Coronary Vasospasm, COVID-19, cystic fibrosis, diabetes mellitus, Duchenne muscular dystrophy"
1907,CHEMBL1921847,1265436,ATICAPRANT,Cc1cc(C)cc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,"A list of medical conditions: anxiety, major depressive disorder, nicotine dependence, treatment resistant depression"
1908,CHEMBL1921904,1265493,AZD-9164,C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccc(F)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1,A list of medical conditions: chronic obstructive pulmonary disease
1909,CHEMBL1921976,1265566,ORTERONEL,CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1,"A list of medical conditions: breast cancer, neoplasm, prostate adenocarcinoma, prostate cancer"
1910,CHEMBL1922094,1265685,APITOLISIB,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,"A list of medical conditions: breast cancer, cancer, endometrial carcinoma, non-Hodgkins lymphoma, prostate cancer, renal cell carcinoma"
1911,CHEMBL1922235,1265828,DAREXABAN,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1,"A list of medical conditions: acute coronary syndrome, atrial fibrillation, Thromboembolism, venous thromboembolism"
1912,CHEMBL19224,21716,PAPAVERINE,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,"A list of medical conditions: benign prostatic hyperplasia, erectile dysfunction, gastroenteritis, gastrointestinal disease, non-small cell lung carcinoma, prostate cancer"
1913,CHEMBL1922660,1266257,FIBOFLAPON,CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,A list of medical conditions: asthma
1914,CHEMBL1922673,1266270,FIBOFLAPON SODIUM,CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)[O-])c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1.[Na+],"A list of medical conditions: asthma, cystic fibrosis, HIV-Associated Lipodystrophy Syndrome"
1915,CHEMBL1923502,1267108,ULIMORELIN HYDROCHLORIDE,C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1.Cl.O,"A list of medical conditions: gastroparesis, ileus"
1916,CHEMBL19236,21698,MOXONIDINE,COc1nc(C)nc(Cl)c1NC1=NCCN1,"A list of medical conditions: heart disease, hypertension, orthostatic hypotension"
1917,CHEMBL1928262,1269227,GISADENAFIL,CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCOC)nc2c(=O)[nH]1,"A list of medical conditions: benign prostatic hyperplasia, chronic obstructive pulmonary disease, Impotence, overactive bladder"
1918,CHEMBL1929396,1270372,ANAGLIPTIN,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,A list of medical conditions: type 2 diabetes mellitus
1919,CHEMBL19299,22873,LOXOPROFEN,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,"A list of medical conditions: Arthralgia, Low back pain, muscular disease, Myalgia, Neck pain, pain, rheumatoid arthritis"
1920,CHEMBL193,419596,NIFEDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],"A list of medical conditions: Anal fissure, anus disease, cardiovascular disease, chronic kidney disease, congenital adrenal hyperplasia, Coronary Vasospasm, diabetic nephropathy, drug dependence, hypertension, Myocardial Ischemia, nephrolithiasis, partial epilepsy, placenta praevia, preeclampsia, premature birth, Proteinuria"
1921,CHEMBL193240,321696,ROFLUMILAST,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,"A list of medical conditions: adult acute respiratory distress syndrome, Airway obstruction, asthma, atopic eczema, Bronchiectasis, cancer, chronic bronchitis, chronic obstructive pulmonary disease, Dementia, dermatitis, diabetic nephropathy, fragile X syndrome, lymphoma, major depressive disorder, nervous system disease, non-alcoholic fatty liver disease"
1922,CHEMBL1933349,1270807,MK-0893,COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,A list of medical conditions: type 2 diabetes mellitus
1923,CHEMBL1933350,1270808,MK-3577,CCC[C@H](c1ccc(C(=O)NCCC(=O)O)cc1)[C@H](c1ccc(Cl)cc1)c1c[nH]c2c(F)cc(C)cc12,A list of medical conditions: type 2 diabetes mellitus
1924,CHEMBL193482,328137,ESTRIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,"A list of medical conditions: Atrophic Vaginitis, menopause, pregnancy, primary progressive multiple sclerosis, relapsing-remitting multiple sclerosis, secondary progressive multiple sclerosis"
1925,CHEMBL1938400,1273600,PF-03715455,CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,"A list of medical conditions: asthma, chronic obstructive pulmonary disease"
1926,CHEMBL1938870,1273709,MK-8245,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,A list of medical conditions: type 2 diabetes mellitus
1927,CHEMBL1939499,1274344,MK-6186,N#Cc1cc(Cl)cc(Oc2c(Cl)ccc3c2cnn3Cc2n[nH]c3ncccc23)c1,A list of medical conditions: HIV-1 infection
1928,CHEMBL1940832,1275690,MILVETEROL,O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O,A list of medical conditions: chronic obstructive pulmonary disease
1929,CHEMBL194378,331146,PSILOCYBINE,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,"A list of medical conditions: alcohol dependence, amnesia, anorexia nervosa, anxiety, bipolar disorder, cancer, cocaine dependence, depressive disorder, fibromyalgia, Headache, Low back pain, Lyme disease, major depressive disorder, methamphetamine dependence, migraine disorder, nicotine dependence"
1930,CHEMBL1944698,1276066,ZOTIRACICLIB,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,"A list of medical conditions: chronic lymphocytic leukemia, glioblastoma multiforme, gliosarcoma, hepatocellular carcinoma, rectum cancer"
1931,CHEMBL19449,23745,IBUDILAST,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,"A list of medical conditions: Airway obstruction, alcohol dependence, amyotrophic lateral sclerosis, chronic progressive multiple sclerosis, diabetic neuropathy, glioblastoma multiforme, methamphetamine dependence, migraine disorder, Myelopathy, opioid dependence, pain, substance abuse, viral pneumonia"
1932,CHEMBL1946170,1277553,REGORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,"A list of medical conditions: acute myeloid leukemia, adenoid cystic carcinoma, angiosarcoma, bile duct carcinoma, biliary tract cancer, cancer, carcinoma, cholangiocarcinoma, colon adenocarcinoma, colorectal adenocarcinoma, colorectal cancer, colorectal carcinoma, colorectal neoplasm, cutaneous melanoma, esophageal cancer, fallopian tube cancer"
1933,CHEMBL1946186,1277569,DEPTROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC1c3ccccc3CCc3ccccc31)C2,A list of medical conditions: allergic disease
1934,CHEMBL1946618,1278006,AZD-7268,CN(CCO)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1,A list of medical conditions: major depressive disorder
